Table 2: Multidimensional Poverty Index: changes over time based on harmonized estimates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,e,2005/2006 M,,0.031,,7.6,,159,,40.7,,5.8,,,,2.0,,2.0,,4.2,,1.9,,0.7,,0.2,,1.6,,0.7,
North Macedonia,e,2011 M,,0.008,,2.2,,45,,38.0,,1.8,,,,0.5,,0.1,,1.3,,0.5,,0.1,,0.0,c,0.5,,0.2,
North Macedonia,e,2018/2019 M,,0.005,,1.4,,26,,37.8,c,1.2,c,,,0.2,,0.1,c,0.7,,0.4,c,0.0,c,0.1,c,0.0,,0.1,c
Pakistan,,2012/2013 D,,0.233,,44.5,,"93,877",,52.3,,32.3,,8.7,,25.7,,27.5,,38.2,,29.4,,9.1,,6.3,,35.9,,17.3,
Pakistan,,2017/2018 D,,0.198,,38.3,,"86,987",,51.7,c,27.0,,5.9,,24.8,c,24.3,c,31.2,,21.7,,7.9,c,7.1,c,30.6,,12.2,
"Palestine, State of",,2010 M,,0.004,,1.1,,44,,35.4,,0.8,,0.5,,0.2,,0.6,,0.1,,0.3,,0.0,,0.3,,0.1,,0.2,
"Palestine, State of",,2014 M,,0.003,c,0.8,c,35,,35.8,c,0.6,c,0.5,c,0.1,c,0.5,c,0.1,c,0.0,,0.0,c,0.0,,0.0,c,0.1,
"Palestine, State of",,2019/2020 M,,0.002,c,0.5,c,28,,34.7,c,0.5,c,0.3,c,0.0,c,0.3,c,0.0,c,0.1,c,0.0,c,0.0,c,0.0,c,0.0,
Peru,,2012 D,,0.052,,12.6,,"3,720",,41.6,,5.9,,0.5,,5.6,,1.9,,11.5,,11.1,,5.8,,5.9,,12.4,,5.9,
Peru,,2018 N,,0.029,,7.3,,"2,315",,39.6,,2.4,,0.4,,3.3,,2.1,c,6.1,,6.1,,2.8,,2.3,,7.0,,3.2,
Peru,,2019 N,,0.029,c,7.2c,c,"2,330",,39.7,c,2.3,c,0.4,c,2.9,,2.7,,5.8,c,5.9,c,2.8,c,2.1,c,6.8,c,3.1,c
Peru,,2021 N,,0.025,,6.4,,"2,115",,39.0,,1.8,,0.3,c,2.4,,2.6,c,5.4,c,5.5,c,2.3,,1.6,c,6.1,,2.5,
Peru,,2022 N,,0.024,c,6.3,c,"2,106",,38.9,c,1.9,c,0.3,c,2.3,c,2.5,c,5.3,c,5.2,c,2.3,c,1.7,,6.0,c,2.5,c
Philippines,d,2008 D,,0.056,,12.6,,"11,655",,44.7,,,,2.4,,4.7,,7.0,,12.0,,8.8,,4.3,,7.7,,10.0,,9.0,
Philippines,d,2013 D,,0.037,,8.4,,"8,543",,44.4,c,,,2.2,c,3.8,,3.1,,7.9,,5.7,,2.8,,4.6,,6.3,,5.5,
Philippines,d,2017 D,,0.024,,5.8,,"6,223",,41.8,,,,1.5,,2.9,,1.6,,5.2,,3.6,,1.9,,2.5,,4.4,,3.4,
Philippines,d,2022 D,,0.016,,3.9,,"4,429",,40.6,,,,1.2,,1.7,,1.4,c,3.4,,2.1,,0.8,,1.5,,2.5,,1.9,
Rwanda,,2010 D,,0.338,,66.8,,"6,893",,50.6,,34.8,,6.7,,43.6,,11.5,,66.6,,29.8,,46.6,,65.3,,63.4,,46.8,
Rwanda,,2014/2015 D,,0.282,,57.5,,"6,695",,49.0,,27.1,,3.3,,36.9,,10.9,c,57.4,,29.0,c,40.4,,52.4,,54.1,,39.4,
Rwanda,,2019/2020 D,,0.231,,48.8,,"6,379",,47.3,,23.0,,3.3,c,28.9,,8.0,,48.7,,24.9,,34.8,,36.5,,44.4,,36.9,
Sao Tome and Principe,,2008/2009 D,,0.185,,40.7,,72,,45.4,,17.4,,4.4,,27.8,,12.1,,36.3,,35.1,,16.8,,29.3,,1.3,,28.4,
Sao Tome and Principe,,2014 M,,0.086,,20.9,,41,,41.3,,8.0,,1.7,,15.1,,3.6,,14.3,,18.9,,8.6,,15.1,,0.3,,13.0,
Sao Tome and Principe,,2019 M,,0.048,,11.6,,25,,41.0,c,4.6,,0.8,,7.1,,3.4,c,9.2,,10.9,,3.3,,7.0,,0.3,c,7.4,
Senegal,,2005 D,,0.381,,64.2,,"7,218",,59.3,,30.2,,19.0,,52.1,,47.4,,52.8,,32.4,,34.9,,49.2,,33.8,,37.4,
Senegal,,2017 D,,0.282,,52.4,,"8,103",,53.8,,28.9,c,9.0,,32.4,,44.4,c,49.0,c,31.8,c,17.8,,33.1,,21.0,,10.5,
Senegal,,2019 D,,0.260,c,50.3,c,"8,225",,51.6,,26.6,c,5.8,,32.4,c,43.7,c,46.5,c,28.7,c,15.6,c,25.6,,15.3,,10.0,c
Serbia,,2010 M,,0.001,,0.2,,13,,42.6,,0.1,,0.1,,0.1,,0.1,,0.2,,0.1,,0.0,,0.0,,0.1,,0.1,
Serbia,,2014 M,,0.001,c,0.3,c,23,,42.5,c,0.1,c,0.0,c,0.3,,0.1,c,0.3,c,0.2,,0.0,c,0.1,c,0.2,c,0.1,c
Serbia,,2019 M,,0.000,,0.1,,8,,38.1,,0.0,,0.1,c,0.1,,0.0,c,0.1,,0.0,,0.0,c,0.0,,0.0,,0.0,
Sierra Leone,,2013 D,,0.409,,74.1,,"4,972",,55.2,,39.0,,15.9,,37.4,,32.0,,73.9,,69.7,,45.7,,71.2,,57.7,,45.0,
Sierra Leone,,2017 M,,0.297,,57.9,,"4,275",,51.2,,25.3,,7.9,,33.0,,18.5,,57.6,,54.2,,33.9,,54.2,,43.1,,37.0,
Sierra Leone,,2019 D,,0.272,,55.2,,"4,270",,49.3,,24.0,c,9.4,,26.9,,15.1,,55.1,,50.8,,33.9,c,51.8,c,38.4,,34.1,
Sudan,,2010 M,,0.317,,57.0,,"20,187",,55.5,,28.8,,7.4,,31.3,,29.3,,50.0,,50.9,,40.7,,48.4,,56.9,,32.5,
Sudan,,2014 M,,0.279,,52.3,,"20,315",,53.4,,29.8,c,5.6,,27.0,,21.9,,43.8,,46.1,,35.8,,42.6,,51.9,,30.3,c
Suriname,e,2006 M,,0.059,,12.7,,67,,46.2,,7.3,,,,7.0,,2.2,,6.0,,7.5,,5.3,,4.3,,5.1,,6.6,
Suriname,e,2010 M,,0.041,,9.5,,52,,43.2,,5.6,,,,4.9,c,1.5,c,4.0,c,5.4,c,2.6,,2.4,,3.2,c,3.3,
Suriname,e,2018 M,,0.026,,6.7,,40,,38.6,,4.9,c,,,1.8,,1.0,,1.2,,2.2,,0.5,,1.0,,1.4,,1.8,
Tajikistan,,2012 D,,0.049,,12.2,,977,,40.4,,10.5,,2.8,,0.4,,6.3,,7.9,,1.3,,7.5,,0.5,,10.3,,1.7,
Tajikistan,,2017 D,,0.029,,7.4,,673,,39.0,,6.2,,2.1,c,0.1,c,4.5,,3.4,,0.3,,3.5,,0.1,c,5.6,,0.3,
Tanzania,,2004/2005 D,,0.389,,73.6,,"28,842",,52.8,,43.1,,10.9,,21.3,,26.7,,73.4,,73.0,,57.5,,72.5,,66.9,,50.1,
Tanzania,,2010 D,,0.339,,67.3,,"30,100",,50.5,,40.8,c,7.6,,14.7,,25.1,c,67.0,,63.5,,54.6,c,65.6,,59.4,,36.3,
Tanzania,,2015/2016 D,,0.284,,57.0,,"30,686",,49.8,c,32.5,,5.9,,12.3,,25.7,c,56.8,,53.6,,42.9,,55.1,,47.4,,26.1,
Tanzania,,2022 D,,0.210,,44.9,,"29,060",,46.8,,25.4,,3.0,,10.1,,19.8,,44.5,,26.6,,28.9,,41.8,,37.3,,24.2,c
Thailand,,2012 M,,0.005,,1.3,,909,,36.8,,0.7,,0.3,,1.0,,0.2,,0.8,,0.2,,0.2,,0.1,,0.3,,0.3,
Thailand,,2015/2016 M,,0.004,c,0.9,,659,,39.8,,0.5,c,0.3,c,0.7,,0.4,,0.4,,0.2,c,0.1,,0.1,c,0.2,c,0.1,
Thailand,,2019 M,,0.002,,0.6,,416,,36.7,,0.3,c,0.1,,0.4,,0.2,,0.3,c,0.1,,0.0,c,0.0,,0.1,,0.1,c
Thailand,,2022 M,,0.002,c,0.5,c,352,,37.0,c,0.3,c,0.1,c,0.3,c,0.3,c,0.2,c,0.1,c,0.0,c,0.0,,0.1,c,0.1,c
Timor-Leste,,2009/2010 D,,0.362,,69.6,,755,,52.0,,49.7,,5.7,,21.5,,30.1,,69.3,,49.3,,40.8,,54.8,,61.4,,54.4,
Timor-Leste,,2016 D,,0.215,,46.9,,576,,45.9,,33.2,,3.6,,15.9,,14.8,,45.6,,31.7,,18.6,,19.2,,40.7,,29.1,
Togo,,2013/2014 D,,0.301,c,55.1,c,"4,119",,54.5,c,25.1,c,29.7,c,26.6,,15.7,c,54.9,c,53.4,c,36.6,c,46.8,,37.6,c,20.6,
Togo,,2010 M,,0.321,,58.2,,"3,921",,55.1,,24.4,,29.6,,32.4,,15.3,,58.1,,56.5,,40.1,,52.3,,37.8,,27.4,
Togo,,2017 M,,0.213,,43.0,,"3,461",,49.6,,18.3,,17.7,,19.3,,11.3,,42.5,,40.7,,24.7,,33.0,,27.7,,15.5,
Trinidad and Tobago,d,2011 M,,0.018,,5.0,,69,,36.1,,,,4.8,,0.3,,0.2,,0.0,,0.6,,0.1,,0.3,,1.0,,0.2,
Trinidad and Tobago,d,2022 M,,0.008,,2.1,,32,,36.6,c,,,2.0,,0.1,,0.3,c,0.0,c,0.2,,0.0,c,0.1,,0.3,,0.2,c
Tunisia,,2011/2012 M,,0.005,,1.3,,146,,39.6,,0.6,,0.2,,1.1,,0.5,,0.2,,0.7,,0.6,,0.2,,0.1,,0.5,
Tunisia,,2018 M,,0.003,,0.8,,93,,36.4,,0.4,,0.1,,0.7,c,0.4,c,0.0,c,0.2,,0.2,,0.0,,0.1,c,0.1,
Tunisia,,2023 M,,0.003,,1.0,c,119,,35.2,c,0.5,c,0.1,c,0.8,c,0.5,c,0.0,c,0.2,c,0.1,c,0.0,c,0.1,c,0.1,c
Turkmenistan,f,2006 M,,0.012,,3.3,,167,,37.8,,2.1,,2.6,,0.0,,1.3,,,,0.4,,1.1,,0.0,,1.1,,0.8,
Turkmenistan,f,2015/2016 M,,0.004,,1.1,,68,,34.9,,0.9,,1.0,,0.0,c,0.2,,,,0.1,c,0.0,,0.0,c,0.0,,0.0,
Turkmenistan,f,2019 M,,0.003,c,0.9,c,64,,33.6,c,0.9,c,0.9,c,0.0,c,0.2,c,,,0.0,c,0.0,c,0.0,c,0.0,c,0.0,c
Uganda,,2011 D,,0.349,,67.7,,"22,589",,51.5,,42.2,,9.7,,29.3,,15.2,,67.3,,60.3,,51.4,,66.4,,61.9,,31.9,
Uganda,,2016 D,,0.281,,57.2,,"22,186",,49.2,,35.1,,5.3,,22.6,,13.8,c,56.9,,50.4,,41.9,,50.2,,49.7,,26.4,
Ukraine,d,2007 D,,0.001,,0.4,,167,,36.4,,,,0.3,,0.1,,0.0,,0.1,,0.1,,0.0,,0.0,,0.1,,0.1,
Ukraine,d,2012 M,,0.001,c,0.2,c,108,,34.5,,,,0.2,,0.1,c,0.1,c,0.1,,0.0,c,0.0,c,0.0,c,0.0,,0.0,
Viet Nam,d,2013/2014 M,,0.019,,4.93,,"4,517",,39.3,,,,0.88,,3.60,,1.38,,4.49,,4.09,,1.33,,0.45,,3.09,,1.17,
Viet Nam,d,2020/2021 M,,0.008,,1.92,,"1,899",,40.3,c,,,0.53,,1.29,,0.60,,1.46,,1.31,,0.46,,0.10,,1.18,,0.56,
Yemen,h,2013 D,,0.193,,38.1,,"11,173",,50.5,,26.1,,4.4,,16.3,,24.7,,24.6,,29.7,,21.5,,18.6,,,,15.8,
Yemen,h,2022/2023 M,,0.188,c,37.4,c,"14,750",,50.2,c,27.8,c,4.3,c,13.2,,22.5,,31.9,,24.3,,21.3,c,12.0,,,,23.3,
Zambia,,2007 D,,0.343,,65.2,,"8,189",,52.7,,36.6,,9.3,,18.7,,30.7,,64.1,,58.3,,51.4,,63.0,,55.6,,39.8,
Zambia,,2013/2014 D,,0.263,,53.3,,"8,472",,49.3,,31.3,,6.4,,13.7,,21.8,,53.0,,45.0,,35.4,,50.6,,44.2,,25.2,
Zambia,,2018 D,,0.232,,47.9,,"8,610",,48.4,,25.7,,4.2,,12.0,,22.8,c,47.6,,37.7,,28.6,,44.5,,40.2,,24.3,c
Zimbabwe,,2010/2011 D,,0.156,,36.1,,"4,907",,43.3,,18.8,,4.2,,4.4,,8.1,,35.5,,29.6,,23.7,,34.3,,26.8,,25.0,
Zimbabwe,,2015 D,,0.130,,30.2,,"4,350",,43.0,c,16.7,,3.7,c,4.1,c,5.9,,29.7,,24.5,,21.7,c,29.4,,20.9,,16.5,
Zimbabwe,,2019 M,,0.110,,25.8,,"3,940",,42.6,c,12.3,,3.2,c,3.5,c,7.9,,25.2,,21.4,,19.8,c,19.4,,16.4,,15.0,c
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suggested citation: Alkire, S., Kanagaratnam, U., and Suppa, N. (2024). A methodological note on the global Multidimensional Poverty Index (MPI) 2024 changes over time results for 86 countries. 
OPHI MPI Methodological Note 60, Oxford Poverty and Human Development Initiative. ©2018 University of Oxford
This methodological note details the harmonization principles and decisions. More extensive data tables, including disaggregated information, are available at https://ophi.org.uk/global-mpi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a When an indicator is missing, weights of available indicators are adjusted to 100 percent. See OPHI Methodological Note 60 at https://ophi.org.uk/publications/MN-60 for details. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b D indicates data from Demographic and Health Surveys, M indicates data from Multiple Indicator Cluster Surveys, N indicates data from national surveys and P indicates data from Pan Arab Population and Family Health Surveys. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c The difference between harmonized estimates for this survey year and for the previous survey year is not statistically significant at the 95 percent confidence interval. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d Missing indicator on nutrition. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e Missing indicator on child mortality. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f Missing indicator on cooking fuel. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g Missing indicator on electricity. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h Missing indicator on housing.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definitions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multidimensional Poverty Index (MPI): Proportion of the population that is multidimensionally poor adjusted by the intensity of the deprivations. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multidimensional poverty headcount: Population with a deprivation score of at least 33.3 percent. It is expressed as a share of the population in the survey year and the number of poor people in the survey year. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensity of deprivation of multidimensional poverty: Average deprivation score experienced by people in multidimensional poverty. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
People who are multidimensionally poor and deprived in each indicator: Percentage of the population that is multidimensionally poor and deprived in the given indicator (censored headcount ratio). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main data sources ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Column 1: Refers to the year and the survey whose data were used to calculate the country’s MPI value and its components. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columns 2–15: Data and methodology are described in Alkire, S., Kanagaratnam, U., and Suppa, N. (2024). A methodological note on the global Multidimensional Poverty Index (MPI) 2024 changes over time results for 86 countries. 
OPHI MPI Methodological Note 60, Oxford Poverty and Human Development Initiative. ©2018 University of Oxford. Column 5 also uses population data from the United Nations Department of Economic and Social Affairs. 2024. World Population Prospects: The 2024 Revision. New York. https://population.un.org/wpp/. Accessed 14 June 2024 (embargo data). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
